50,152
81,94
94,87
47,125
23,52
92,135
19,102
90,113
15,82
60,44
82,76
75,38
23,105
28,62
84,32
91,38
56,72
96,29
26,39
70,56
86,50
22,68
83,56
21,51
30,81
26,98
83,31
27,87
23,16
89,20
26,97
92,94
96,86
20,54
26,76
0,111
86,89
67,28
56,75
113,107
98,67
93,127
109,119
92,41
0,28
84,29
18,50
19,77
23,60
47,25
50,118
101,111
23,61
32,55
98,58
19,55
36,73
63,72
80,66
33,84
33,195
25,98
23,51
25,47
23,44
128,56
70,52
68,38
23,89
60,96
70,52
74,73
74,68
74,132
90,70
30,81
68,51
128,57
23,24
105,70
26,78
30,53
16,78
66,51
23,48
92,37
83,57
68,55
54,58
25,65
18,52
68,71
84,99
74,60
30,43
91,37
123,74
23,63
42,62
84,72
30,72
92,57
101,84
51,46
98,52
26,21
52,78
83,65
101,64
90,84
42,80
45,102
84,123
75,54
83,20
48,40
26,31
90,37
30,68
31,35
97,31
30,117
20,58
19,70
69,52
89,145
32,101
91,133
96,117
20,86
81,74
90,43
23,59
40,87
54,152
21,43
97,55
79,28
78,127
69,56
25,52
36,90
92,78
26,137
81,45
83,44
74,71
42,169
17,64
19,87
73,82
101,106
38,92
34,39
49,78
20,71
60,69
96,155
48,19
100,72
21,36
17,46
25,34
66,26
21,99
26,127
60,210
92,28
89,36
86,80
26,55
71,62
46,103
15,55
45,108
73,62
80,83
90,107
70,41
61,83
70,145
24,77
99,44
98,69
22,102
39,99
21,52
55,54
18,36
110,65
19,144
17,55
35,175
19,54
87,52
73,55
23,100
20,71
75,77
15,74
11,70
25,70
24,86
114,71
77,90
67,50
36,128
80,56
25,115
103,67
15,84
30,63
24,59
40,109
19,41
30,37
100,41
84,39
71,109
21,47
50,107
19,162
90,74
92,65
93,29
22,83
100,119
46,43
38,47
85,33
19,52
99,82
60,29
84,44
95,159
99,28
86,57
60,68
19,53
65,46
60,104
25,144
21,47
90,113
98,89
95,114
35,129
38,69
14,142
81,42
20,93
30,29
80,70
86,72
88,48
30,87
98,91
92,55
24,34
53,22
95,62
36,40
20,27
25,88
45,57
68,20
97,148
94,51
67,36
84,79
42,66
23,97
57,69
20,31
101,98
60,37
30,139
30,139
15,66
25,36
30,78
111,143
38,72
21,50
30,90
30,52
95,74
18,44
98,87
107,53
25,50
76,69
38,52
30,55
49,63
49,66
30,44
104,76
26,49
58,49
76,46
33,38
22,113
73,23
27,40
81,37
89,62
87,78
86,97
150,62
71,44
97,146
72,62
27,27
104,39
94,124
96,101
20,84
30,27
30,78
30,62
27,97
69,152
22,103
94,68
100,112
130,37
20,81
23,93
25,36
91,179
97,88
82,86
8,94
23,77
30,54
42,26
19,30
99,63
60,18
20,46
84,48
77,70
68,129
79,47
66,165
75,85
21,111
30,52
40,42
30,72
99,119
15,71
98,59
81,65
21,73
64,28
49,19
53,154
30,62
74,69
19,67
86,23
93,75
18,39
28,41
101,150
112,27
24,83
50,55
26,106
76,94
90,70
75,126
54,111
74,105
60,27
94,100
57,25
25,69
94,80
23,55
20,89
30,119
70,79
21,40
50,52
18,81
81,35
60,157
20,70
33,94
86,121
25,65
60,32
81,93
39,157
75,43
92,72
25,110
34,110
72,62
65,65
45,53
77,66
57,84
21,88
21,77
101,159
23,20
20,78
78,169
93,81
63,87
58,56
35,61
38,83
30,53
73,59
95,63
30,49
43,27
86,135
54,90
75,17
37,159
70,99
69,66
85,59
63,46
23,43
69,84
48,84
82,47
26,100
28,52
13,50
36,180
87,91
63,65
128,74
21,56
85,62
87,80
19,40
84,79
30,70
53,85
50,106
81,43
65,64
45,45
51,77
95,67
22,70
70,78
99,98
73,65
87,58
38,21
79,81
30,126
98,63
23,58
69,23
21,72
14,64
106,66
19,33
95,30
24,43
22,38
21,52
25,96
23,68
72,92
21,46
94,45
22,56
90,28
41,67
53,93
60,125
53,67
48,63
23,47
88,101
42,33
74,35
92,50
47,29
66,53
94,20
90,52
20,132
26,124
16,74
26,94
34,124
88,71
20,104
22,82
97,40
43,117
84,66
19,34
65,91
89,61
94,51
64,42
120,91
80,58
90,43
58,42
81,44
89,48
78,59
28,52
75,109
66,62
34,111
24,46
87,76
94,53
41,62
33,115
38,72
45,171
78,67
93,48
32,80
20,90
69,34
86,89
86,42
19,43
67,106
77,46
86,112
95,30
100,74
110,54
21,41
14,15
23,42
34,155
80,56
40,89
95,80
90,39
17,56
87,114
65,63
86,52
42,56
90,49
85,63
53,19
20,73
18,22
21,43
88,25
80,49
60,73
30,102
67,76
35,148
99,110
85,47
36,127
90,34
46,11
76,54
95,66
60,98
90,47
26,44
18,84
52,80
78,66
90,100
70,66
36,19
113,56
62,65
115,29
112,103
90,132
19,52
106,33
47,103
65,31
84,26
93,75
24,36
48,117
21,61
89,128
26,26
30,34
32,107
19,62
84,90
17,39
47,26
0,25
94,98
15,65
75,81
86,39
30,44
97,61
27,70
45,29
100,82
60,46
78,72
99,69
98,79
19,15
23,32
116,105
92,117
90,92
36,169
88,74
33,152
90,69
92,63
18,38
96,113
94,89
40,84
116,95
60,62
40,68
33,130
67,63
92,24
90,23
53,105
24,54
26,37
24,34
74,96
90,71
68,132
20,48
70,23
0,25
23,76
75,88
68,78
85,156
93,90
100,62
20,141
84,20
72,76
86,37
72,49
25,80
55,58
16,41
30,56
95,48
89,102
75,80
22,28
29,46
24,100
104,217
19,76
104,99
57,43
26,27
48,52
96,58
113,124
71,67
30,83
81,54
18,45
83,40
67,29
75,72
72,75
22,49
72,13
82,55
81,70
99,68
86,21
86,89
92,95
28,83
15,81
101,96
94,61
21,60
85,29
76,61
60,43
90,29
23,28
98,83
79,40
91,78
90,35
19,52
21,40
113,99
19,105
101,16
60,47
84,52
83,42
79,69
22,51
69,113
85,104
65,28
98,50
88,106
44,107
90,82
73,33
34,58
67,49
84,62
30,74
90,11
80,80
41,44
97,121
79,34
30,89
57,82
97,77
68,49
71,71
30,89
88,36
47,47
91,112
21,20
91,166
102,62
17,53
68,65
99,184
87,48
41,75
15,40
108,26
66,48
86,77
70,79
44,80
74,86
98,27
104,90
78,78
30,92
30,93
98,49
58,66
17,43
24,139
26,99
60,57
69,39
120,68
20,85
81,93
17,70
30,36
40,156
68,76
45,51
20,57
87,59
30,115
73,81
115,89
85,46
102,70
21,37
73,68
84,77
17,49
25,30
22,55
30,138
22,144
45,115
33,55
96,41
21,84
90,143
57,56
87,112
85,104
81,52
23,138
73,75
33,39
65,59
96,61
92,52
46,166
105,117
61,89
73,67
98,61
79,97
96,107
23,96
98,44
24,114
27,49
89,41
60,126
48,19
66,42
73,41
40,90
87,37
45,47
38,78
19,70
46,47
92,84
30,42
21,25
19,82
88,113
38,71
38,227
20,25
75,51
19,53
40,117
17,42
23,66
110,56
69,138
25,65
20,36
23,78
81,80
92,73
79,50
30,168
100,113
102,102
60,59
78,77
113,96
24,81
26,34
55,82
65,42
38,47
51,56
98,156
35,66
30,94
90,179
97,98
115,44
60,43
17,80
113,72
88,84
20,87
101,204
30,55
18,190
60,75
45,114
30,89
90,46
91,60
98,35
60,35
51,137
47,48
65,97
36,35
63,80
106,48
60,51
88,56
43,103
90,58
75,75
70,71
64,71
23,42
94,43
60,75
25,96
90,100
20,51
25,165
80,36
26,57
19,67
38,49
70,80
0,92
74,65
32,24
26,67
